LAHM AND ISSW RECALCULATED RESULTS
Generated (UTC): 2026-07-22T19:06:24.314414+00:00
Repository commit: de05c7c6c87d9536860621e0912516bc6a9dfe57

METHODS
LAHM: current LAHM/LAHM_analysis.ipynb and LAHM_library.py logic; LAHM unit 10; exponential fit A*(1-exp(-t/t0)) over array indices 40:160.
ISSW: current ISSW_Calibrate_IV.ipynb calibration followed by ISSW_Analyze_IV.ipynb retrieval logic; nucleopore UPS_INKStandards calibration.
Discovery: active filelist*.txt and spectrum_files.txt first blocks; LAHM Sandbox, checkpoints, filelist graveyard, Baker (old), and ISSW code_graveyard excluded.
Raw measurement files and original lists were not modified.

ISSW CALIBRATION PARAMETERS
calibration_folder	ISSW/UPS_INKStandards
filter_type	nucleopore
standards_used	B.10mL.txt; A.14mL.txt; C.20mL.txt; C.34mL.txt; C.50mL.txt
wavelength_1_nm	450
wavelength_2_nm	600
betabar_450_std	0.0622319314797
betabar_600_std	0.0549824449509
AAE_std	0.430524861106
p_L_450	6.25586229502 6.23233270294 -2.04196144985e-05
p_L_600	5.40369812817 7.86488658631 -6.66150850111e-06

LAHM RESULTS
sample_file	source_filelist	volume_mL	ugbasic_ug	ng_per_g	t0_s	status
LAHM/Cascades (UCB UPS UPS)/Misc/MtCook_NZ_02-07-24.txt	LAHM/Cascades (UCB UPS UPS)/Misc/filelist.txt	480	8.86184461348	18.4621762781	5.19691632862	OK
LAHM/Cascades (UCB UPS UPS)/Misc/North_pole_09-14-25.txt	LAHM/Cascades (UCB UPS UPS)/Misc/filelist.txt	300	0.740213044068	2.46737681356	5.2731121082	OK
LAHM/Cascades (UCB UPS UPS)/Misc/Poi_09-18-25.txt	LAHM/Cascades (UCB UPS UPS)/Misc/filelist.txt	300	0.914927532571	3.0497584419	5.60384615616	OK
LAHM/Cascades (UCB UPS UPS)/Misc/Saguyanig_ship_track_Canada_02-20.txt	LAHM/Cascades (UCB UPS UPS)/Misc/filelist.txt	240	8.47657455818	35.3190606591	4.41487174205	OK
LAHM/Cascades (UCB UPS UPS)/Misc/Sea_ice_side_of_ship_06-17-24.txt	LAHM/Cascades (UCB UPS UPS)/Misc/filelist.txt	1500	3.33381376586	2.22254251057	4.2395921357	OK
LAHM/Cascades (UCB UPS UPS)/Rainier/Rainier_muir_06-25-25_LAHM_1.txt	LAHM/Cascades (UCB UPS UPS)/Rainier/filelist.txt	60	12.796544753	213.275745883	7.05920731092	OK
LAHM/Cascades (UCB UPS UPS)/Rainier/Rainier_muir_07-13-25_LAHM_1.txt	LAHM/Cascades (UCB UPS UPS)/Rainier/filelist.txt	60	4.01744745755	66.9574576258	5.37059903601	OK
LAHM/Cascades (UCB UPS UPS)/Rainier/Rainier_summit_06-25-25_LAHM_1.txt	LAHM/Cascades (UCB UPS UPS)/Rainier/filelist.txt	336	3.18112336733	9.46762906942	5.35211447359	OK
LAHM/Cascades (UCB UPS UPS)/Rainier/Rainier_summit_08-25-25_LAHM_1.txt	LAHM/Cascades (UCB UPS UPS)/Rainier/filelist.txt	336	9.44671555132	28.1152248551	6.31856903849	OK
LAHM/Cascades (UCB UPS UPS)/Rainier/Rainier_summit_08-25-25_LAHM_2.txt	LAHM/Cascades (UCB UPS UPS)/Rainier/filelist.txt	336	9.80019225843	29.1672388644	6.27080631466	OK
LAHM/Cascades (UCB UPS UPS)/Trial_runs/2025-07-03-01-2A.txt	LAHM/Cascades (UCB UPS UPS)/Trial_runs/filelist.txt; LAHM/Cascades (UCB UPS UPS)/filelist.txt; LAHM/Cascades (UCB UPS UPS)/filelist_Trial_runs.txt	140	7.86264634429	56.161759602	4.22441744364	OK; list path resolved by filename
LAHM/Cascades (UCB UPS UPS)/Trial_runs/Baker_crater_07-10-25.txt	LAHM/Cascades (UCB UPS UPS)/Trial_runs/filelist.txt; LAHM/Cascades (UCB UPS UPS)/filelist.txt; LAHM/Cascades (UCB UPS UPS)/filelist_Trial_runs.txt	60	7.761144409	129.352406817	6.32983411728	OK; list path resolved by filename
LAHM/Cascades (UCB UPS UPS)/Trial_runs/bakercrater_july10_2025_1syringe_Lucy.txt	LAHM/Cascades (UCB UPS UPS)/Trial_runs/filelist.txt; LAHM/Cascades (UCB UPS UPS)/filelist.txt; LAHM/Cascades (UCB UPS UPS)/filelist_Trial_runs.txt	60	7.31765399914	121.960899986	7.53405093887	OK; list path resolved by filename
LAHM/Pine pollen/Pine pollen 20 mL.txt	LAHM/Pine pollen/filelist.txt	100	1.71852836041	17.1852836041	4.52104892115	OK
LAHM/Pine pollen/Pine pollen 30 mL.txt	LAHM/Pine pollen/filelist.txt	100	3.73235434123	37.3235434123	4.85324628532	OK
LAHM/Pine pollen/Pine pollen dry smear.txt	LAHM/Pine pollen/filelist.txt	100	2.4678013245	24.678013245	4.7375722488	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-1LA/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	55	6.54501601351	119.000291155	4.40811455978	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-1LB/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	60	6.83314376411	113.885729402	4.53780189533	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-1LC/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	60	7.04951967796	117.491994633	4.75535027992	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-1RA/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	100	5.56543553019	55.6543553019	4.53108579293	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-1RB/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	120	6.91951208257	57.6626006881	4.57458240393	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-2LA/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	320	5.84899434361	18.2781073238	4.06401012499	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-2LB/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	520	13.5131897461	25.9869033579	4.29842609629	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-2R/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	330	8.24609277486	24.9881599238	3.97872238159	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-3LA/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	515	8.13026725321	15.7869267053	4.01888679844	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-3LB/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	515	7.98627835343	15.5073366086	4.04378030035	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-3R/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	510	7.5199719228	14.7450429859	4.22549737644	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-4LA/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	395	8.45629848388	21.4083505921	4.02358678811	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-4LB/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	390	7.97568690753	20.4504792501	4.20090690996	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-4R/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	390	6.63102087059	17.0026176169	4.11757282411	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-5LA/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	205	5.23702729623	25.5464746158	4.24500917098	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-5LB/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	205	4.73248966684	23.085315448	4.23792655362	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-5R/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	400	6.52355852363	16.3088963091	4.22487514963	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-6LA/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	330	6.78457788743	20.5593269316	4.36563823468	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-6LB/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	200	4.42431206783	22.1215603391	4.22274558488	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-6R/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	400	6.52937792534	16.3234448133	4.20674649995	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-06-07-7/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	715	5.79878033699	8.1101822895	4.06662151258	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-1A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	45	12.9922625647	288.716945881	7.31165045237	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-1B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	35	14.3893517526	411.124335789	7.21078075634	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-2A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	320	5.66821559526	17.7131737352	4.69258899185	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-2B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	260	6.02976841415	23.1914169775	4.55472193104	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-3A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	390	6.8148244864	17.4739089395	4.26065342645	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-3B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	330	7.19826686852	21.8129299046	4.61908198534	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-4A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	900	5.02090082886	5.57877869873	4.13898487564	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-4B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	680	3.76925177017	5.54301730907	4.08242314916	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-5A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	775	4.55360589061	5.87562050402	4.05453972787	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-02-5B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	775	4.38123316976	5.65320409001	4.0901555693	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-1A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	115	13.9314497176	121.143041023	6.76622662084	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-1B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	95	13.985973416	147.2207728	6.03529664198	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-2A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	710	5.12158456592	7.21349938862	4.27230352972	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-2B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	650	4.96206340099	7.63394369382	4.18997011371	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-3A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	520	4.36463993033	8.39353832757	3.96629603342	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-3B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	520	4.06067290597	7.80898635763	4.09387933062	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-3C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	460	3.31165610782	7.1992524083	4.10369186418	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-4A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	770	5.36997293272	6.97399082171	4.03419594863	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-4B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	660	4.47436796805	6.77934540613	3.99187996746	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-5A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	770	4.16932871493	5.41471261679	4.01470075825	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-10-04-5B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	740	4.01609388556	5.4271538994	3.96591989076	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-1A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	30	6.01990309801	200.6634366	5.03640355651	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-1B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	50	9.75623341136	195.124668227	5.65585776063	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-1C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	30	8.90731441713	296.910480571	5.60224161232	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-2A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	50	3.77447708307	75.4895416614	4.2239627005	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-2B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	50	3.76229095529	75.2458191058	4.18822783287	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-2C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	55	4.10302267683	74.600412306	4.1770791018	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-3A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	130	6.61215098856	50.862699912	4.15995385573	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-3B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	95	4.99952540515	52.6265832121	4.04845046048	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-4A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	200	7.02048263014	35.1024131507	4.16081141178	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-4B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	200	6.71030510251	33.5515255125	4.19880642719	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-5A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	200	9.46553789156	47.3276894578	4.22634758939	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-5B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	140	6.2784472635	44.8460518822	4.18088665278	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-6A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	325	6.92302083415	21.3016025666	4.15127297373	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-07-6B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	265	6.21482798717	23.4521810837	4.08135780824	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-1A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	175	8.0692431727	46.1099609869	5.1228815602	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-1B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	80	7.30141243622	91.2676554527	5.14261765956	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-1C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	65	6.93355453737	106.670069806	4.81266867006	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-2A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	390	4.62730533309	11.8648854695	4.11166858931	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-2B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	330	5.02322207565	15.2218850777	4.08889076339	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-2C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	330	4.32614580412	13.1095327398	4.13731719774	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-3A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	330	10.3804709301	31.4559725155	3.91642551089	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-3B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	260	8.0234289665	30.8593421788	3.83644143892	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-3C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	205	6.22638956141	30.3726320069	3.90352120952	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-4A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	330	6.32210293572	19.157887684	3.95539877456	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-4B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	395	7.85880534384	19.8957097312	4.14741858372	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-4C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	385	7.85147629583	20.3934449242	4.06411321354	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-5A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	370	7.18352279173	19.4149264641	4.03797752718	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-5B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	385	6.90071357779	17.9239313709	4.03653131531	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-6A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	595	7.89622552486	13.2709672687	4.20968369753	OK
LAHM/Rainier (UPS UPS UPS)/2025-06-24-14-6B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	530	7.02692804831	13.2583548081	4.22823011604	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-1A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	25	11.399083409	455.963336362	6.58775136065	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-1B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	25	9.72919391964	389.167756786	6.18119175271	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-1C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	30	9.64069471575	321.356490525	6.45424010938	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-2A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	140	8.27614330735	59.1153093382	4.37440946937	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-2B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	150	9.8893937141	65.9292914273	4.50678971319	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-3A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	200	8.3726262835	41.8631314175	4.27428950791	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-3B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	205	7.76425868164	37.8744325934	4.27661235193	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-4A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	720	8.06248340589	11.1978936193	4.27647138424	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-4B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	700	7.3179857261	10.454265323	4.28331745714	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-5A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	710	8.83479831631	12.4433779103	4.14030302287	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-5B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	670	7.72970622011	11.5368749554	4.28933810498	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-01-6/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_1.txt	1480	6.54808531326	4.42438196842	4.38454240078	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-1A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_7.txt	35	9.56411623552	273.260463872	6.1641550675	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-1B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt; LAHM/Rainier (UPS UPS UPS)/filelist_site_7.txt	25	8.70876795986	348.350718394	5.94598713342	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-1C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	40	5.51162953132	137.790738283	4.95015643796	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-2A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	85	4.48446769997	52.7584435291	4.15775704046	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-2B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	95	5.2587718145	55.3554927842	4.42756774097	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-2C/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	115	6.6897220898	58.1714964331	4.40418468233	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-3A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	270	7.55486698062	27.9809888171	4.34868422136	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-3B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	205	6.01497448249	29.341338939	4.14053199826	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-4A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	460	6.88131529179	14.9593810691	4.31668333994	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-4B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	390	5.86551090843	15.0397715601	4.31652934193	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-5A/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	650	7.52504654123	11.5769946788	4.41856526474	OK
LAHM/Rainier (UPS UPS UPS)/2025-07-03-07-5B/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_all.txt	720	7.20515474124	10.0071593628	4.34387819919	OK
LAHM/Rainier (UPS UPS UPS)/DI.txt	LAHM/Rainier (UPS UPS UPS)/filelist_blank_and_dirt.txt	255	0.763251675565	2.99314382574	5.22297683238	OK
LAHM/Rainier (UPS UPS UPS)/Dirt_NoStir/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_blank_and_dirt.txt	57	2.87421856003	50.4248870181	4.86085183184	OK
LAHM/Rainier (UPS UPS UPS)/Dirt_Stir/run_1.txt	LAHM/Rainier (UPS UPS UPS)/filelist_blank_and_dirt.txt	40	8.5532085452	213.83021363	6.92011499361	OK
